ResponseTime,Availability,Throughput,Successability,Reliability,Compliance,BestPractices,Latency,ServiceName
303,84,3.2,84,67,78,77,3,RSSService
397,56,5.5,56,67,78,85,50,IAddress3service
136.17,89,8.4,96,73,56,75,11.17,DimeInterop
125,91,32.3,97,58,89,80,6,Compound2
329,92,25.6,97,73,100,84,154,eSynapsSerach
140.33,63,19.9,63,83,89,91,2,BlogBrowserService
452.75,88,4.5,96,67,100,72,142.25,LORAX
64,83,24.7,84,78,89,89,3,SecureLogin
71.62,17,5.3,17,60,78,79,5.5,AmazonSearchService
248.31,12,7.3,12,53,78,71,9.46,OnlineMessenger
1936.33,76,2.3,76,73,78,88,1627.33,SessionManagementServiceBinding
163,83,22.8,84,78,89,89,5,IDutchservice
323,90,23.5,97,73,100,80,23,DownloadService
127.68,59,8.5,60,80,78,83,3.41,Rapportage
285.04,86,3.2,86,53,89,66,91.87,AnalysisWSAppLabImplService
182.57,43,5.3,43,83,89,91,9.28,OrbitService
131.71,65,2.1,65,73,89,80,1.35,PurchaseOrder
165,89,13.6,96,80,78,87,2,HelloService
203.6,97,3.3,99,58,100,75,6.8,findkmService
371.35,87,1.4,88,53,89,66,126.61,AnalysisWSAppLabImplService
206.2,87,3.7,96,73,100,84,6.2,psiphiService
135.33,86,10.1,95,73,78,84,8,GoogleSearchService
144.8,91,18.8,97,73,78,62,27.2,USHolidayService
116.5,56,7,57,73,100,80,1.75,LandmarkService
60.84,70,10.5,71,67,100,77,5.95,AWSECommerceService
291,99,1.1,100,58,100,75,9.8,sycoService
151,93,3.7,98,73,89,62,31.5,Service1
303.43,85,1.8,86,53,89,66,116.73,AnalysisWSAppLabImplService
298,99,10.3,100,83,89,91,20,FloodService
1112.25,78,2.8,79,73,78,84,75.25,stock
252.4,95,1.8,98,58,100,75,7.6,plotconService
1306,73,1.2,74,73,89,75,259.5,Labs
306,90,12.6,96,73,100,84,7,matcherService
102.64,83,13.3,84,78,89,89,48.36,GusbrcrzService
152.45,96,13.2,99,67,78,77,6.09,Main
165.2,91,1.4,91,73,100,80,11.6,SpatialQuery
65.07,88,16.7,96,67,100,77,1.28,geoservices
222.08,59,7.6,59,73,78,80,60.37,Content
520.5,92,6.5,97,67,100,72,19.25,TerraService
138.06,100,11,100,60,78,69,2.06,InterFax
263.89,87,7,88,67,100,77,70.52,AWSECommerceService
167.5,55,6.3,56,67,89,72,26.67,adid_apiService
184.67,98,2.6,100,60,78,79,32,QueryDeathIndex
98,94,0.7,98,73,78,80,3,DOTSGeoCensus
125.67,92,7.2,97,73,78,84,18,GoogleSearchService
79.25,99,20.8,100,73,78,80,25.5,ImgCutout
127.5,98,12.4,100,73,89,75,11,WSDLInteropTestRpcEncService
53,97,11.6,99,73,78,84,2,QuoteofTheDay
111.33,95,11,99,67,78,77,31.8,ForumSecure
615,97,1.4,99,80,78,65,54.5,basicmap
289.25,92,11.4,93,73,100,80,4.63,ContentFinder
172,98,6.1,99,73,78,84,1,GeoIPService
165,100,23.4,100,73,100,80,2,FastCompletion
338.82,85,0.4,85,53,89,66,140.68,AnalysisWSAppLabImplService
208.6,67,4,67,73,89,75,56.1,Service1
374.67,63,6.3,63,73,89,62,15.67,Nearest_x0020_Service
172.67,87,6.8,95,73,78,84,14,GoogleSearchService
324.44,31,4.9,32,60,78,83,123.94,IXMLWSservice
116.75,56,4.9,57,73,89,80,2,AvvioAPI
423.7,67,4.8,67,80,67,87,36.4,DatosArt
149,94,16.7,98,73,78,84,36,ValidateEmail
312.67,63,8.6,63,83,89,91,40.34,OrbitService
246.25,88,6.3,96,73,100,80,17,LandmarkService
120,97,11.9,99,73,78,84,57,MSIT_MedStudentResidentValidation
183,89,5.8,96,73,78,84,3,ApplicationPort
205,71,13.1,72,83,89,91,11,SerClsPeticionSOAPTPVPCservice
195.56,100,11.6,100,73,78,80,25.78,DictService
262.37,34,5.9,35,67,89,72,35.48,JExamInfoServiceService
118,96,8,99,73,78,80,3,WSDLInteropTestDocLitParameters
212.2,95,1.6,98,73,100,84,12.8,dregService
99,83,17.1,84,73,78,80,4,UofA
328,85,12,95,58,100,75,9.6,dotmatcherService
186.25,87,4.1,96,73,100,80,14.75,LandmarkService
171,86,16.5,95,73,100,80,2,Batch
191,92,9.4,97,73,100,84,42.6,DotbotClass
142.5,94,6.8,98,73,78,84,12.5,ResearchService
281.6,95,13.9,99,73,100,84,7,vectorstripService
1242.11,64,3.3,64,73,89,80,28.67,ArticleArchive
89.6,88,18.7,96,67,78,58,32,HTTService
108.67,87,4.8,95,73,100,84,24.84,Fax
507,89,2.2,96,73,100,84,42.8,fdiscbootService
411.83,66,2.7,66,80,89,83,78.5,Service
172.5,72,14,72,83,89,91,7,SerClsPeticionSOAPTPVPCservice
319.38,12,3.6,13,67,78,72,31.07,otoMotoWebApi
69.33,91,1.7,97,80,78,87,2,TNM_Gazetteer_Service
214,93,1.3,98,58,100,75,8.6,pepwindowallService
55.75,78,10.4,78,73,89,84,3.5,Calculator_x0020_Web_x0020_Service
704,83,15.5,84,89,100,93,8,Demo
129,13,8.9,14,33,78,59,8.39,msd_soap_service
245.6,99,1.6,100,50,100,72,40.8,tmapService
599,92,3.6,97,67,89,72,9.67,HostService
79,83,22.7,84,50,89,80,4,ZtpInterfacesService
2801.56,96,2,99,73,78,75,8.89,Tiscali_x0020_Messenger_x0020_Services
506.85,21,6.3,21,60,78,74,6.2,OnlineMessenger
659.5,97,4.7,99,73,100,87,2,Zip
1614.67,63,3.7,64,73,89,75,5,GeoCode_Service
465,83,9.1,84,83,89,93,63,BankValSOAP
201.2,97,1.2,99,73,100,84,8.4,unionService
222,90,10.2,97,73,100,84,23.67,HDSaldo
218.4,92,1.7,97,73,100,84,6.8,yankService
164,71,11.2,72,83,89,91,24,IP2CountryService
174.1,55,10.2,55,67,89,77,28.03,WebBlogService
256.2,98,1.4,100,73,100,84,39.6,fdrawtreeService
108.5,100,1.1,100,73,78,80,1.5,DOTSAddressPlus
280,79,2.3,79,80,78,87,2,Geo2UTM
119,86,18.1,86,73,89,84,4.5,HitCounter
97.04,94,11.9,98,67,78,77,39.12,TNPubServicesXML
3582.8,99,2,99,80,78,83,31.6,States_x0020__x0026__x0020_Provinces
240.17,91,2.5,92,67,89,72,46.67,Schedule
168,26,7.7,26,53,100,66,16,ReviewRequestManager
119.83,74,2.8,74,73,78,80,35.33,RealTimeJobPost
306.2,95,9.8,99,73,78,80,21.2,GeoAddress
85.25,97,19.3,99,73,89,62,28.25,ImageService
332.11,31,4.5,31,60,78,83,118.67,IXMLWS2service
65,86,18,86,73,89,84,4.5,HWService
189,83,22.2,84,73,100,84,7,IsPublicationScientific
270.5,45,1.6,45,58,78,69,2.83,AladinImageService
4023.3,16,0.6,17,60,89,79,315.26,eBob42CSharp
3071.5,90,1.4,97,80,78,87,19.75,NAICS
113.5,72,17.2,72,50,78,77,2.5,TWSFissionDotNet
110,83,20.8,84,58,78,84,6,SearchService
161.69,87,12.4,95,60,100,74,14.77,WSCore
98.33,99,5.5,100,73,100,80,46.66,CongressionalDirectory
378,83,17.8,84,83,89,91,15,RandomDirectory
774.25,56,5.2,56,80,100,78,6.75,Calculator
207.8,86,1.6,95,58,100,75,9.2,wobbleService
64.75,86,7.8,86,67,100,77,7.95,AWSECommerceService
108.67,88,5.2,88,73,89,75,19.67,searchService
161.54,90,9.6,96,67,89,58,29.54,ConnectiqueService
474,89,11.5,96,58,89,69,196,ValidateSQL99Service
385.5,56,2.4,57,50,78,77,70.5,RCAWS
108,83,23.4,84,80,100,87,3,DatabindingPatterns
108,83,28.2,84,83,89,91,8,TemperatureService
240.5,72,8.6,72,78,89,89,117,LottoDrawings
410.75,78,8.4,79,73,89,84,3.75,Dilbert
118.14,60,9,60,73,89,80,3.41,BetafaceWebService
154,83,23.5,84,83,89,91,5,SerClsPeticionSOAPStratusMobipayservice
329.6,89,3,96,73,100,84,47.6,embossdataService
64,83,24.8,84,78,89,89,4,SecureLogin
539.29,63,6.2,63,80,67,87,324.79,CurrencyServerWebService
208.22,61,7.6,62,73,78,80,81.83,PasteHereWebService
282.09,85,2.2,85,53,89,66,95.96,AnalysisWSAppLabImplService
470,94,12.4,98,73,78,84,1,TorqueUnit
220.96,87,11.1,95,53,89,66,40.44,AnalysisWSAppLabImplService
146,90,6.7,97,73,78,84,12.67,GoogleSearchService
243,90,8.1,96,80,100,83,19.75,JIPNewsService
3997,90,1.7,90,73,78,84,11.4,WSNCBIBlastService
181.12,95,11.3,99,53,100,71,37.41,RealTimeStockQuotes
191,84,5.4,84,53,89,66,97,cotsService
126.5,14,6.3,14,60,78,69,65.09,XataDispatchWebService
192.5,86,8.6,86,73,78,84,3.5,geographyRequests
295.6,100,1.1,100,67,100,82,45.2,vectorstripService
329.43,86,1.2,86,53,89,66,101.17,AnalysisWSAppLabImplService
133.21,55,8,56,60,67,79,10.42,ws
396.75,78,7.7,79,73,89,80,4,Inventory
185.33,63,9.7,63,80,100,87,107.66,ExchangeRateService
685.86,22,3.2,22,33,89,59,22.14,PassportService
266.74,85,4.4,86,53,89,66,82.44,AnalysisWSAppLabImplService
425,56,6.1,56,58,78,80,10,WhiteMesaSoap12AddTestSvc
156,86,23.3,95,80,100,87,2,promotionService
181,83,30.6,84,80,78,83,94,walker_service
292.2,90,12.3,97,73,100,84,12.4,stretcherService
116.28,54,8.8,54,60,89,74,9.71,Round4XSDTest
274.78,85,3.6,86,53,89,66,88.74,AnalysisWSAppLabImplService
124.33,85,7.5,95,73,78,84,11,GoogleSearchService
161.5,34,2,35,67,67,82,21.64,interopLab
329.5,92,3.6,97,73,78,84,13,UDDIBusinessFinder
162.14,93,13.1,98,73,78,80,23.28,Context
188.38,69,9.9,70,73,67,84,52.13,AircraftData
457,83,15.3,84,83,89,91,2,VersionService
237.12,62,4.8,63,78,89,89,5.5,sbml
261,83,19.4,84,83,89,91,9,hellowsdl
236.21,64,2.5,64,80,67,83,48.07,AirportDataService
42.64,64,6.1,64,67,89,72,1.78,OD_CB
189.78,85,9.7,95,53,100,76,41.56,CensusData
251.5,78,8.5,78,73,78,84,161.75,LoginService
328.6,86,1.7,95,73,100,84,9.2,chipsService
112,83,37.7,84,73,78,75,1,WarrantyClaimWebService
41,97,43.1,99,73,100,84,1,Service1
164.8,99,5,100,73,100,84,4.2,SADownload
709.5,86,3.7,86,67,78,82,35.5,VSOiService
130.08,95,13.1,99,67,78,82,21.16,USHolidayDates
371.45,19,1.1,20,42,78,72,61.07,PayPalAPIInterfaceService
187,65,10.1,66,67,89,66,71.5,Primary
1567.09,73,0.2,74,53,89,66,396.54,AnalysisWSAppLabImplService
82,83,24.3,84,73,78,84,5,WSIndexService
285,85,4.2,95,73,78,84,96,GlobalWeather
369.4,61,6.9,61,73,89,75,29.6,IMucsService
112,83,27.3,84,73,100,84,5,AreaService
3768.33,63,1.4,63,83,50,91,1991,ASPNNewsFeeds
120,83,19.3,84,73,89,84,14,UPCLookupService
174,83,19.3,84,73,89,75,4,SearchService
152.1,67,3.8,68,73,89,84,3.3,Date
90,83,21.8,84,78,89,89,3,FaxService
413.62,99,8.9,100,80,89,83,2,hts
136.38,70,4.8,70,73,89,84,5.88,MathService
140.92,94,12.6,95,73,89,62,43.17,Lists
119,92,14,97,73,78,80,42.25,Articles
169,96,12.2,96,50,89,66,9.83,LeagueService
126,83,12.7,84,73,78,84,17,StockHistoryService
267,63,3.4,64,60,89,69,15.33,DictmetaService
206,88,22.4,96,80,100,87,25,CRMService_v1
71.21,71,10.7,71,67,100,77,6,AWSECommerceService
213,88,2.7,96,60,100,74,44,BasicRealTimeQuotes
243.91,85,7.1,86,53,89,66,57.91,AnalysisWSAppLabImplService
174,83,14.9,84,73,100,75,3,reasoner
105.5,56,9.4,56,83,89,91,33.25,RrnascanService
103.25,97,1.2,99,80,78,87,39,Codic_x0020_Engine.Net_x0020_Web_x0020_Service
213.17,99,1.2,100,60,100,79,44.34,TelesignAPI
626.75,66,4.3,67,73,78,84,482.75,WSDLInteropTestRpcEncService
356.75,56,7.5,56,83,89,91,8.75,SRS
210.25,78,8.8,78,67,89,72,54.75,AMIWebServiceService
186.56,96,8.8,99,60,78,69,34.56,XigniteInsider
300.76,91,8.2,92,67,100,72,46.47,QueryService
144,83,25.3,84,83,89,91,4,VersionService
240.3,56,1.3,57,60,78,79,8.5,ILohn2004service
1074.3,14,3.1,14,60,78,69,4.72,service_test
110,83,27.6,84,83,89,91,10,net.xmethods.services.stockquote.StockQuoteService
246,95,15.8,98,67,100,83,28.5,Compound1
56.2,97,22.5,99,67,78,72,7,DoNotCall
310.25,22,2.8,22,42,78,74,194.3,NamebankServiceService
175.5,90,7.6,97,80,100,83,39,OutboundCallService
181.33,89,8.9,96,73,78,84,12.33,GoogleSearchService
4103.32,83,0.8,83,67,89,72,10.12,RPCSimapWSService
108,93,30,98,73,67,84,2,WSDLInteropTestDocLitService
207.88,92,6.4,93,33,78,59,9.67,SABLEArchiRPCService
140.8,90,5.6,91,60,89,69,13.4,wbs_publicservicesService
206.4,86,15.5,95,58,100,75,5.6,polydotService
65,83,26.4,84,78,89,89,4,SecureLogin
80.67,38,2.3,38,80,89,78,3.67,replicaCatalogService
872.12,89,5.6,96,73,78,80,5.74,GenreTermsAndSubjectHeadings
84,94,21.6,98,50,89,77,1,GtsInterfacesService
289.6,94,1.1,98,58,100,75,6.8,sycoService
1146,34,1.7,35,67,78,82,1054.64,InteropDef
215.6,89,1.5,96,73,100,84,11.8,helixturnhelixService
139.5,46,6.2,46,73,89,84,8,Euro42
205.8,90,1.3,97,58,100,75,8.4,chargeService
204,98,12.7,99,80,89,65,2,BcsoCorrections
261.33,95,10.1,98,80,89,65,100.66,c2i_x0020_Service_x0020_Web_x0020_gratuit
636.25,56,4.8,56,67,78,72,2,RouteCalSrv2Service
2282.75,78,2.4,79,73,78,80,2.75,LostvibeWebService
346.39,85,2.6,86,53,89,66,110.48,AnalysisWSAppLabImplService
206.8,89,2.5,96,73,100,84,6.2,geeceeService
217.8,88,1.5,96,73,100,84,9.4,patmatmotifsService
133.33,95,8,98,73,78,84,10,GoogleSearchService
378.29,96,9.6,99,80,78,83,8.58,VilibidVilibor
299,90,14.9,96,73,100,80,109.5,FlightHistoryService
440.06,91,7,97,60,89,69,182.3,Sisu
186,93,5.5,98,73,78,80,1.33,InsumaFocus
221.2,92,14.2,97,73,100,84,9.2,textsearchService
148.69,95,14.4,95,67,100,77,5.92,DataManager
220.8,93,1.7,98,73,100,84,8,degapseqService
357.35,92,7.3,97,60,78,74,2.1,XigniteHistorical
120,99,7.4,100,73,78,84,10.33,GoogleSearchService
532.4,51,4.9,51,67,78,82,11,IBTRNSOAPservice
49,72,21.6,72,78,89,89,2.5,rbac_serverService
523.75,94,6.9,95,73,100,80,64.5,AnagramService
235.2,94,1.2,98,58,100,75,8,iepService
105.5,86,17.9,86,73,89,80,3.5,CoolWSFromITM
308.88,18,6,19,60,100,74,4.13,Onegroupservice
338.2,99,5.6,100,73,100,80,46,MailingList
2511,98,6,100,73,78,84,29,RSStoHTML
188,83,20.9,84,83,89,91,3,OrderService
163.67,99,2,100,60,100,74,50.67,NHB
91,85,28,95,60,89,79,1,interop2C
119.5,71,15.8,72,73,89,84,61,TimeService
236.2,96,3.6,99,73,100,84,45.2,ehmmindexService
4758,98,2.4,100,73,89,62,48,InstantOrder
124.67,100,6.9,100,73,78,84,11,GoogleSearchService
413.09,8,5.4,9,60,89,69,10.11,soap4buildwsdl
117.5,88,1.4,96,73,78,84,1,FullerData_x0020_Fortune_x0020_Cookie
281,83,19.4,84,80,100,72,4,QualificationWarranty
145.62,92,2.4,97,73,100,80,41,TipoCambio
298.61,86,1.3,87,53,89,66,89.83,AnalysisWSAppLabImplService
357.8,87,1.2,95,73,100,84,7,cutseqService
57,85,5,95,73,100,80,1,InvitationService
215.6,87,1.6,95,73,100,84,10.8,stssearchService
355.5,86,2,95,67,78,77,26,FastLanePlus
166.5,87,16.7,96,67,89,82,59.5,CalculatorService
82,83,35.9,84,73,78,75,2,WarrantyClaimWebService
356,84,4.7,84,73,89,75,72,AuthenticationService
266,83,19.2,84,83,89,91,8,SalesService
157.5,94,3,98,67,78,72,1,RestrictedCheckTickets
331,85,25,95,73,100,80,19,DownloadService
247.38,28,5.9,29,42,78,74,6,GLMService
138,86,15.4,95,73,100,84,15,Session
250.4,88,1.7,96,67,100,82,43.4,cuspService
1015,83,1.3,84,73,89,75,4,SOAPService
459.14,99,7.2,97,67,78,72,10.85,STK_SensorCollectionWebService
225.5,73,4,74,73,67,84,103.83,SolarPlotsWebService
220.6,88,15,96,58,100,75,6.2,dottupService
326.25,95,8.5,98,73,78,80,10.5,SdsUserAndHardwareService
295.89,61,6.3,61,73,89,80,102.17,PT_progetti
353.26,85,2.5,86,53,89,66,113.91,AnalysisWSAppLabImplService
193.67,99,12.3,100,73,100,80,1.23,NAF
538,98,14.5,99,73,78,84,55,BNPrice
120,97,4.9,99,80,100,87,1.67,TGL_x0020_Web_x0020_Services_x0020_v1.0
251.5,88,4.2,96,60,78,69,141,ACCLIPServiceService
317,72,18.4,72,78,89,89,120,EchoService
184.4,94,2,98,73,100,84,7.6,pregService
248.81,28,8.4,30,42,78,74,4.81,GLMService
371.17,74,2.7,74,73,78,84,111.84,OfficeResearch
363,63,8.4,63,67,89,72,43.67,MetadbSearchService
412.5,72,5.9,72,73,100,84,5,UserAddModify
147.33,99,13,100,73,100,84,1,TMorse
206,83,18.1,84,83,89,91,25,getfile2
382.6,87,3.5,95,73,100,84,4.8,redataService
231.39,86,10.4,95,73,100,80,1.33,SearchEngineWSService
217.6,94,14.1,98,73,100,84,10.6,megamergerService
159.5,78,6.8,79,60,89,79,84.75,AccountService
46.05,89,20.7,96,67,100,77,4.48,AWSMechanicalTurkRequester
334,67,4.4,67,67,89,72,1.9,OA_CB
66.5,72,13.7,72,80,89,87,5.5,wsArrayList
249,97,8.5,99,67,78,58,43.85,Fungus
305.75,70,5.7,70,73,89,84,2.13,SpamCheckerService
126,83,18.4,84,73,89,80,12,CompanyInfoService
173.67,63,12.7,63,80,100,87,3.34,ExchangeRateService
67,83,25.1,84,78,89,89,3,SecureLogin
228.2,86,14.8,95,73,100,84,8,pasteseqService
356.5,93,10.3,98,73,100,84,1,CursBCE
158.8,98,20.1,100,67,100,82,1.2,DataEnhancement
314,90,24.6,97,73,100,80,21,DownloadService
223.83,92,10.8,97,53,89,66,39.74,AnalysisWSAppLabImplService
606.5,56,3.3,57,67,78,82,311.5,JurisdictionLookupService
121,90,4.1,91,73,78,84,30.2,interop2B
150,94,7.8,98,73,78,84,8.33,GoogleSearchService
939.7,98,2.4,99,73,78,80,481.1,Util
2482,94,5.6,98,73,78,84,2,FrequencyUnit
44.97,51,7.8,52,60,89,69,1.59,CB_CH
190.07,95,9.8,98,33,78,59,21.83,QSv2MsgProcessorService
194.5,72,5.3,72,78,50,85,28,KBBilledWebservice
207,99,29,100,80,100,87,2,getJoke
106,90,35.7,97,80,100,87,1,InteropTestExtensibility
79.35,96,19.1,99,67,89,58,24.59,FileService
82.43,42,6.5,43,78,89,89,3.14,ExpandedCongoBuy_servoce
1619.25,78,3.1,79,73,78,84,91.5,WSScanPSService
138.5,46,10,46,73,89,75,5,BiologicalMarkupService
250.74,86,7,86,53,89,66,60.04,AnalysisWSAppLabImplService
1418.27,87,2.1,88,73,78,84,53.27,WSWUBlastService
93.5,86,9,86,73,78,84,3,DotnetDailyFact
148.33,89,1.2,89,73,78,80,69,Service
4989.67,93,1.6,93,73,100,80,14,Api
211.75,88,6.9,96,73,100,80,34,WebService
158.2,87,15.5,95,73,78,62,6.2,DetailZbozi
78.82,88,17.1,96,73,78,62,33.09,SkyNodeWS
315.4,98,2,100,67,100,82,44.6,needleService
150.5,42,0.1,42,73,89,80,0.88,JobServices
117.67,94,3,95,78,33,89,7.84,Interop
358,95,27,98,50,89,66,119,AddressBookService
146.5,97,9.4,99,60,100,79,60.5,GeoCodeService
81,98,2.8,100,80,100,83,2,addUpdateUsers
642.5,72,5.4,72,67,89,72,25,ndfdXML
1067.67,63,1.9,64,83,89,91,751.34,Blast
850.92,88,3.9,88,67,78,77,476.42,XigniteMaster
579.5,78,6,78,67,67,82,397.25,ArticleService
109,96,15.1,99,60,89,79,1,InteropTestHeaders
495,97,9.2,99,73,100,84,10,restrictService
307.3,17,3.8,17,42,89,62,20.23,GatewayWSService
130.2,62,1.9,62,53,67,71,5.53,Interop
765.5,99,4.4,96,80,89,83,560.5,WSDLInteropTestDocLitService
151.1,60,5.5,61,67,78,72,33.1,SoapTest
100.56,99,14.1,100,73,78,80,1.23,DOTSAddressValidate
109.5,91,24.9,97,83,89,91,2,Overloaded
53,83,21,84,60,89,69,4,XMLPortalService
563.22,86,2.6,95,73,89,62,1.66,Servicio_etiquetado
77.43,42,5.5,43,78,89,89,3.29,FullCongoBuy_servoce
206,89,1.4,96,58,100,75,10,chaosService
132.5,90,2.3,97,73,78,62,18,SearchMusicTeachers
309,42,4.5,43,83,89,91,7.29,Ensembl
42.5,72,13.5,72,73,78,84,2.5,XarayaSoap
230.8,88,1.6,96,73,100,84,8.2,primersearchService
220.8,90,14.6,97,58,100,75,8.4,pepwheelService
329,98,23.9,99,73,100,80,20,DownloadService
233.4,91,1.4,97,58,100,75,7.2,pepwindowService
206.5,86,12.7,86,73,67,84,49.5,DNS
108,86,17.7,86,73,89,84,3.5,ProductActivation
215.91,82,7.8,82,53,89,66,53.34,AnalysisWSGowlabImplService
320.67,93,10.6,98,73,89,62,136,IT_x0040_Service_x0020_Webservices
315,100,26.2,100,83,89,91,5,JgluService
117.58,66,4.2,66,73,89,80,2.5,DataTypes
210.67,98,15.1,99,73,78,80,4.56,Service
400.5,56,5.6,56,80,89,87,8.5,Calculator
127,88,2.1,89,73,100,80,7.33,AccountInfo
275.57,85,4.2,86,53,89,66,81.96,AnalysisWSAppLabImplService
222.47,97,8.5,99,60,78,54,12.61,SIMS
40,72,19.8,72,73,78,84,3.5,XarayaSoap
268,83,17.2,84,67,89,72,37,SWGCraftAPI
176,90,13.8,97,67,78,77,2,default_test
158,100,23.3,100,80,89,87,1,SmsApiService
289,85,10.4,95,73,78,80,2,ABRXMLPubSub
571.75,46,4.6,47,73,89,75,101,DpsService
485,63,7.8,63,67,78,72,4.67,CountryServiceService
68,86,18.3,86,73,89,80,3,COTS
86,98,20.7,100,50,89,77,3,GtsInterfacesService
128.5,86,6.4,86,73,67,84,88,PostcodeService
83.31,99,17.8,100,67,100,77,9.69,SSOws
144,85,28.8,95,73,100,84,2,CodeGenerator
124.33,94,7.1,98,73,78,84,10,GoogleSearchService
131.75,90,8.7,96,73,100,84,1.5,Service1
212.67,88,11.8,88,67,78,72,9.34,e2gImplementationService
107,85,33.3,95,80,100,87,1,InteropTestExtensibilityRequired
337,83,19.7,84,60,89,69,9,svcAMBatchService
213.4,98,4,99,73,100,84,6,whichdbService
413.33,100,12,100,78,78,89,27,tbapi
165,83,27,84,83,89,91,2,VersionService
225.8,97,3.4,99,73,100,84,45.4,acdcService
531,72,8.8,72,83,89,93,7,SerClsPeticionSOAPTPVPCservice
57,91,27.3,97,83,89,93,14,DispatcherAPIService
503.67,63,4.9,64,73,89,75,18,webservice
896.67,63,4.8,63,83,89,91,505.67,Gtop
43,72,15.2,72,73,78,84,4.5,XarayaSoap
251.8,94,1.9,98,67,100,82,37.8,fuzzproService
207.67,26,3.3,26,53,78,66,52.6,FileStoreService
315,83,15.2,84,83,89,91,36,getgeoobjects
317.25,78,2.8,79,73,78,84,36.75,SearchVecerCom
109,93,29.9,98,83,89,91,3,EmptySA
204,94,2,98,73,100,84,8.2,mwfilterService
217.5,86,11.7,86,73,89,84,99,Weather
173,86,13.2,95,73,78,84,3,FindIP
102,91,9.2,97,67,78,82,1,BasicAddressMatch
77.5,86,16.8,95,80,100,87,1,AccountManagement
311.8,91,1.8,97,67,100,82,44.6,tfscanService
1936.5,93,3.4,98,73,78,84,39,ICD9ToICD10
539,95,3.6,98,60,100,79,42,EmailVerification
328.67,21,3.7,21,60,78,79,10.43,AmazonSearchService
193.36,51,8,51,67,67,82,74.52,UniversalThread
247.5,93,16.8,98,73,78,80,13.5,K4TAirFaresWS
481.67,85,6.6,95,73,78,84,10.67,GoogleSearchService
1691.75,100,1,100,73,78,84,1.25,FinanceService
276,88,13.5,96,73,100,84,6.4,infoalignService
527.5,72,7.2,72,73,78,84,21,EasyAmazonService
278,94,12.5,98,73,100,84,8.6,showalignService
563,80,2.3,80,53,67,76,7,Interop
336,88,2.3,89,73,78,62,236,SHUAAIndices
246.4,100,1.9,100,67,100,82,42.8,oddcompService
390.2,91,11,97,58,100,75,8.6,danService
302.33,53,6,54,67,89,72,12.03,GraypotService
114.58,95,13.3,99,67,89,82,32.45,A.D.A.M._x002C__x0020_Inc._x0020_-_x0020_Content_x0020_Service
139,72,10.7,72,67,78,82,2,MobileSoapServerService
124.67,89,2.1,96,73,78,62,39,ReportService
59,88,28.6,96,73,89,62,2,NRA_x0020_ILA_x0020_News_x0020_Syndication
79,84,7.1,84,60,89,69,15,Current Homeland Security Threat Level
165,100,4.5,100,73,78,80,17.8,eUtilsService
216.54,87,9.9,95,67,78,82,33.69,Roll_x0020_Generator_x0020_Web_x0020_Service.
107.45,97,13.3,99,73,78,80,1.36,DOTSGeoCoder
4845.67,94,1.7,95,73,100,80,24.34,Api
315.85,90,9.9,97,72,89,86,1.65,IClientDataservice
175.5,86,14,86,73,89,84,69,XmlHttpCheck
3197.14,48,1.5,48,72,89,86,23.21,CodeGenService
127.5,78,8.4,78,73,89,80,6.5,SudokuSolverWS
301,20,4,21,42,100,66,7.67,SforceService
178,86,20.2,86,73,89,84,2,excuses
217.8,90,1.3,96,73,100,84,7.4,cpgreportService
541,91,20.3,97,73,100,84,360,DerniersDecesEPF
184.5,73,3.2,74,73,67,80,1.5,ServicioRouting
374.25,56,5.4,57,60,78,79,45.75,IAddressservice
2098,86,5.1,86,80,67,90,55,wsDataSet
191.2,96,1.5,99,73,100,84,7.6,profitService
246.25,70,3.8,70,67,89,77,6.75,SendContentService
132.17,93,4.8,98,67,100,82,3.17,XWebSurvey
200.4,97,2.3,99,73,100,84,6.2,fuzznucService
249,56,8.1,57,73,78,87,2.25,Domain
139,83,20.9,84,67,89,72,3,tipsService
212.4,96,1.6,99,73,100,84,11.2,noreturnService
237.75,98,2.3,100,72,33,86,9.33,Interop
124,91,26.9,97,73,78,84,8,magic
303.8,93,13,98,73,100,84,6.4,descseqService
153.32,97,9.2,97,60,100,74,2.96,NominaliaWS
310.09,85,2.4,86,53,89,66,107.52,AnalysisWSAppLabImplService
174.11,60,7.5,61,60,89,74,104.28,ContactService
115,86,8.7,86,73,78,84,2,geographyRequests
314,83,14.3,84,73,89,75,28,Departements
178,98,34.4,99,83,100,91,8,CheckItOutClassService
64.5,99,24.3,100,73,78,80,22,ImgCutout
267.4,91,1.5,97,67,100,82,51,cpgreportService
218.6,93,1.1,98,73,100,84,5.4,pepstatsService
344,95,23.2,98,73,100,80,18,DownloadService
234,97,2.6,99,73,100,84,4.2,entretService
148,72,8.3,72,73,78,84,17.5,StateCountryService
291.5,89,7.6,89,60,100,74,137.5,GlobalAddressInteractiveVerification
104,99,1.1,100,73,78,80,1.33,DOTSYellowPages
1668,63,3.9,64,67,78,82,239.33,ItestckvSOAPservice
291.09,84,1.3,84,53,89,66,106.44,AnalysisWSGowlabImplService
538,97,10.2,99,73,78,84,2,LitteratursidenServices
282.6,89,2.3,96,73,100,84,37.8,vrnaplotService
197,88,3.7,96,60,100,79,63,PhoneInteligence2
157,93,4.7,98,60,100,74,45.5,zipinfo
123,99,7.5,100,80,89,83,2.5,WSDLInteropTestDocLitService
